0	10.797858583997
0.01	7.4792769258354
0.02	496.06949277966
0.03	1000.7058144546
0.04	2229.3234899666
0.05	4046.4932701559
0.06	4102.0527071821
0.07	4376.7840912307
0.08	3985.3016704092
0.09	4239.4083404507
0.1	3911.1239768767
0.11	3354.0459929638
0.12	3138.6568461552
0.13	3019.6121915736
0.14	3044.5609261983
0.15	3068.7670247321
0.16	2874.8221089892
0.17	3182.5201383888
0.18	3559.5486804275
0.19	3539.5908070355
0.2	3504.8138672046
0.21	3732.3488303837
0.22	3936.0065980106
0.23	3752.4441107319
0.24	3746.2813526104
0.25	3861.4281970319
0.26	3686.4535865562
0.27	3409.6810863212
0.28	3821.9646450375
0.29	3736.4287090639
0.3	3609.1699827777
0.31	3913.0042941773
0.32	3507.1253274584
0.33	3518.1155860891
0.34	3397.8906465384
0.35	2977.30217052
0.36	2997.6782564456
0.37	2794.2749447158
0.38	2546.0884562566
0.39	2876.248060263
0.4	2632.6860337084
0.41	2645.4074213625
0.42	2536.4112964153
0.43	2272.0768825937
0.44	2301.640753535
0.45	2284.4990392681
0.46	1937.7295374785
0.47	2140.4554592228
0.48	2056.2039934063
0.49	1876.1049177751
0.5	1633.3694998122
0.51	1762.2756151493
0.52	1665.4320028899
0.53	1397.9057177912
0.54	1357.9631093111
0.55	1236.3586150466
0.56	922.43816865956
0.57	904.3462659568
0.58	617.64398793588
0.59	429.78206686645
0.6	625.01025158259
0.61	413.4397653629
0.62	389.76384677135
0.63	234.63955513368
0.64	192.43630439707
0.65	112.34171271913
0.66	59.284764765775
0.67	22.002556669624
0.68	15.494488267338
0.69	10.571581401727
0.7	14.34144634733
0.71	10.929127748056
0.72	7.8013086509038
0.73	4.8207451014686
0.74	5.0844944029208
0.75	5.4802676333673
0.76	5.6328648720404
0.77	5.7810754478153
0.78	6.0263311116024
0.79	6.8180214627608
0.8	7.6071512407734
0.81	6.3382108411338
0.82	7.7981034018963
0.83	9.9872835813014
0.84	1865.2740761525
0.85	5046.3817392597
0.86	3036.9516415176
0.87	2069.2161398301
0.88	3565.1885942401
0.89	3933.9451450378
0.9	5391.7743811368
0.91	4162.6721298244
0.92	1755.8475790436
0.93	1545.9705332196
0.94	661.96096152517
0.95	331.60217756623
0.96	54.080707434969
0.97	49.43206617841
0.98	31.475982907608
0.99	680.67833966076
1	1568.3864538914
1.01	1817.4503752969
1.02	1595.4596679588
1.03	1668.4335074404
1.04	1604.816843132
1.05	1103.618535961
1.06	638.00031837766
1.07	241.90570649188
1.08	32.630602967153
1.09	18.206397685063
1.1	10.555804090641
1.11	12.950144786835
1.12	967.10861700397
1.13	1262.6499514909
1.14	1164.8790110637
1.15	1535.2632707183
1.16	1310.2348867029
1.17	547.32440106394
1.18	260.26810295668
1.19	394.69018704549
1.2	1367.4919020175
1.21	1594.0625138045
1.22	1380.702724159
1.23	1577.1020450233
1.24	4026.2054191364
1.25	4348.2306782472
1.26	3885.5691005845
1.27	2053.5906587609
1.28	1032.5221244603
1.29	623.38471267749
1.3	116.42553950916
1.31	46.561742163855
1.32	55.763712812784
1.33	292.24761190926
1.34	1430.6712119375
1.35	1117.1596797235
1.36	702.49591190981
1.37	2520.3992367282
1.38	2996.5345223691
1.39	2537.63268947
1.4	1844.4480158935
1.41	1315.2460733009
1.42	1016.3726094548
1.43	1924.2771770633
1.44	831.53198475264
1.45	555.78506599524
1.46	446.10132210444
1.47	415.80223163583
1.48	308.90994507569
1.49	173.37588019483
1.5	127.96208748428
1.51	127.05141675715
1.52	48.804969009313
1.53	10.853666815106
1.54	10.267667700116
1.55	11.81744825812
1.56	11.215316907396
1.57	10.416833332
1.58	8.2675318767655
1.59	4.4990739787946
1.6	2.9389624019371
1.61	4.4712041629372
